age_band_id,category_entity_id,role,rank,product_name,brand,primary_url,http_status,url_ok,url_verification_ok,product_status,buyable,availability_signals,rating_value,rating_count,rating_source,age_raw,age_gate,age_fail_reasons,evidence_tier,ff_pass,ff_fail_reasons,rank_rationale,missed_top5_reason,include_rationale,exclude_rationale,checked_at
34-36m,cat_picture_story_books,longlist,6,A Bit Lost (board book),Chris Haughton,https://www.amazon.co.uk/dp/1406344257,200,true,,,,,4.7,320,,Walker board edition: Ages 1-5,,,good,,,#6: sits just below Shark in the Park — a similar prediction format but a slightly gentler pace for daily talk-back.,"Gentler visual-guessing pace makes it a strong quieter-evening backup, but it prompts less explicit choice or explanation talk than the Top 5.",Visual guessing game — child explains who each animal might be and predicts what happens next.,Gentler pace — good for quieter explainers.,2026-07-22
34-36m,cat_picture_story_books,longlist,7,Tell Your Own Story,Adam & Charlotte Guillain,https://www.penguin.co.uk/books/454004/tell-your-own-story-by-guillain-adam-guillain-and-charlotte/9780241622254,200,true,,,,,4.6,32,,Publisher shelf mark: Ages 3-6,,,emerging,,,"#7: ranks above Would You Rather because its branching plot lets the child invent more freely, but its thin review count keeps it out of Top 5 for now.","Branching-plot format is excellent for storytelling, but it is a newer 2024 title with a thinner UK review base than the borrow-first classics ahead of it.",Choice-filled branching plot lets the child decide what happens next and explain why.,Newer title — thinner review base.,2026-07-22
34-36m,cat_picture_story_books,longlist,8,Would You Rather...,John Burningham,https://www.penguin.co.uk/books/323114/would-you-rather-by-burningham-john/9780099200413,200,true,,,,,4.7,890,,Publisher shelf mark: Ages 3-6,,,strong,,,#8: ahead of You Choose Bedtime because its dilemmas are more explanation-led than a bedtime-only spin-off of the book already ranked #1.,"Strong because-answers format, but the classic Burningham title has such high ownership rates that it duplicates household shelves more than the Top 5's mix of fresh and borrow-first picks.",Classic would-you-rather dilemmas demand a because-answer on every spread.,Some spreads are deliberately yucky — lean into giggles.,2026-07-22
34-36m,cat_picture_story_books,longlist,9,You Choose Bedtime,Pippa Goodhart & Nick Sharratt,https://www.penguin.co.uk/books/461597/you-choose-bedtime-by-goodhart-pippa/9780241730577,200,true,,,,,4.7,140,,Publisher shelf mark: Ages 2-6,,,good,,,"#9: ranks above You Choose Your Dreams as the more targeted bedtime routine tie-in, though both are variations on the #1 pick's format.","Same choice-led format as the #1 pick in a bedtime-only spin-off — a good gift once You Choose is already owned, but too close a duplicate to earn its own Top 5 slot.","Same choice-led format as You Choose, focused on the bedtime routine.",Near-duplicate of the #1 pick's format.,2026-07-22
34-36m,cat_picture_story_books,longlist,10,You Choose Your Dreams,Pippa Goodhart & Nick Sharratt,https://www.penguin.co.uk/books/305039/you-choose-your-dreams-by-goodhart-pippa/9780241334972,200,true,,,,,4.7,650,,Publisher shelf mark: Ages 2-9,,,strong,,,#10: ranks just above Oi Frog! because its choice format matches the cluster's objective more directly than a rhyme-prediction book.,"A reissue of the same choice-led format as You Choose — useful variety once the original feels familiar, but not different enough to justify a separate Top 5 slot.",Reissued imaginative what-if choices when the original You Choose feels too familiar.,Same format as You Choose — skip if you want variety.,2026-07-22
34-36m,cat_picture_story_books,longlist,11,Oi Frog!,Kes Gray & Jim Field,https://www.penguin.co.uk/books/108924/oi-frog-by-kes-gray/9781444910865,200,true,,,,,4.8,5600,,Publisher shelf mark: Ages 2-5,,,strong,,,#11: a fun rhyme-prediction backup when the family wants something sillier than the Top 5.,"Very silly rhyme format is a strong extra, but leans on rhyme-guessing rather than the choice or plan-led talk-back that defines this category's Top 5.","Rhyme prediction — child guesses what sits on what, and why Frog is cross.",Very silly — skip if you want calmer talk-back.,2026-07-22
34-36m,cat_picture_story_books,longlist,12,Twenty Questions,Mac Barnett & Christian Robinson,https://www.waterstones.com/book/twenty-questions/mac-barnett/christian-robinson/9781529516784,200,true,,,,,4.5,58,,Publisher shelf mark: Ages 3-7,,,good,,,"#12: strong open-question format, but its published age mark sits above the band's midpoint more than the Top 5's ranges.","Open questions are a great fit for older nearly-threes, but the publisher's own 3-7 shelf mark skews slightly older than the Top 5's 1-5 and 2-5 ranges — kept as a backup rather than a Top Pick.",Twenty open questions with no single right answer — a proper conversation starter.,Age mark skews slightly older than the Top 5.,2026-07-22
34-36m,cat_picture_story_books,longlist,13,"Molly, Olive and Dexter: The Guessing Game",Catherine Rayner,https://www.waterstones.com/book/molly-olive-and-dexter-the-guessing-game/catherine-rayner/9781529517183,200,true,,,,,4.7,24,,Publisher shelf mark: Ages 3-5,,,emerging,,,#13: a quieter guessing-game backup for a child who prefers gentle prediction over comic call-and-response.,"Thin UK review base for a newer title keeps it as a backup rather than a Top Pick, despite a strong fit for gentle prediction talk-back.",Gentle guessing-game plot — child predicts the answer from visual clues.,Newer title — thinner review base.,2026-07-22
34-36m,cat_picture_story_books,longlist,14,Stanley's Stick,John Hegley & Neal Layton,https://www.waterstones.com/book/stanleys-stick/john-hegley/neal-layton/9780340955862,403,false,,,,,4.7,340,,Publisher shelf mark: Ages 3-7,,,good,,,"#14: needs a child who already likes making things up, so kept as a niche storytelling backup.",Storytelling-from-a-prop is a lovely idea but leans on imaginative play more than the direct question-and-answer talk-back the Top 5 delivers.,Child narrates what the stick becomes — prompts storytelling from a single prop.,Needs a child who already likes making things up.,2026-07-22
34-36m,cat_picture_story_books,longlist,15,The Book With No Pictures,B. J. Novak,https://www.waterstones.com/book/the-book-with-no-pictures/b-j-novak/9780141368124,403,false,,,,,4.7,4100,,Publisher shelf mark: Ages 5-8; works read-aloud from 3,,,good,,,#15: kept as the wildcard backup for confident nearly-threes who already love silly read-alouds.,"Publisher age mark skews older than every Top 5 pick, so it stays a backup for confident talkers rather than a default Top Pick.",Forces the reader to say silly words — the child explains why it's funny.,Publisher age mark skews older — best for confident nearly-threes.,2026-07-22
34-36m,cat_picture_story_books,skip,,The Gruffalo,Julia Donaldson & Axel Scheffler,https://www.waterstones.com/book/the-gruffalo/julia-donaldson/axel-scheffler/9781509804707,200,true,,,,,,,,Publisher shelf mark: Ages 3-7,,,reject,false,skip,,,,"Likely already owned by almost every UK family — a passive rhyming narrative, not question-led talk-back. Bring back out, do not buy fresh.",2026-07-22
34-36m,cat_picture_story_books,skip,,Dear Zoo,Rod Campbell,https://www.waterstones.com/book/dear-zoo/rod-campbell/9780230747722,200,true,,,,,,,,Publisher shelf mark: Ages 0-3,,,reject,false,skip,,,,"Baby flap board book — naming and revealing only, below the nearly-three talk-back bar.",2026-07-22
34-36m,cat_picture_story_books,skip,,Press Here,Herve Tullet,https://www.waterstones.com/book/press-here/herve-tullet/9781452178294,200,true,,,,,,,,Publisher shelf mark: Ages 2-5,,,reject,false,skip,,,,"An earlier-band pick (28-30m) — cause-and-effect tapping, not explaining stories or answering why.",2026-07-22
34-36m,cat_picture_story_books,skip,,There's a Monster in Your Book,Tom Fletcher & Greg Abbott,https://www.waterstones.com/book/theres-a-monster-in-your-book/tom-fletcher/greg-abbott/9780141376092,200,true,,,,,,,,Publisher shelf mark: Ages 2-5,,,reject,false,skip,,,,"An earlier-band tactile interactive (shake, wiggle, blow) rather than child-led explanation or prediction.",2026-07-22
34-36m,cat_picture_story_books,skip,,"Little Dinosaurs, Big Questions",Swapna Haddow & Yi-Ting Lee,https://www.waterstones.com/book/little-dinosaurs-big-questions/swapna-haddow/yi-ting-lee/9781917044103,200,true,,,,,,,,Publisher shelf mark: Ages 5 and up,,,reject,false,skip,,,,A longer-form philosophy anthology aimed at KS1+ — too advanced in length and theme for nearly-three sofa chats.,2026-07-22
34-36m,cat_picture_story_books,skip,,We're Going on a Bear Hunt,Michael Rosen & Helen Oxenbury,https://www.waterstones.com/book/were-going-on-a-bear-hunt/michael-rosen/helen-oxenbury/9781406375943,200,true,,,,,,,,Publisher shelf mark: Ages 3-7,,,reject,false,skip,,,,A chant-along classic most families already own — repetition without child-led questioning.,2026-07-22
34-36m,cat_picture_story_books,skip,,The Very Hungry Caterpillar (board book),Eric Carle,https://www.waterstones.com/book/the-very-hungry-caterpillar/eric-carle/9780241003008,200,true,,,,,,,,Publisher shelf mark: Ages 0-3,,,reject,false,skip,,,,"A baby board book about counting and days of the week — sequence and naming, not talk-back or child-led explanation.",2026-07-22
