schema_version,research_date,researcher,age_band_id,age_band_id_spine,category_entity_id,category_label,cluster_label,content_type,status,rank,longlist_rank,top_pick_rank,best_for_tag,product_name,brand,retailer,product_url,alternate_urls,image_url,url_checked_date,stock_status,price_amount,price_text,currency,price_checked_date,age_mark_on_listing,key_specs,product_description_under_30_words,ember_verdict,personalization_hint,why_it_fits,caveats,buy_borrow_hold_off,gift_suitable,gift_note,ownership_note,safety_notes,rating_value,rating_count,rating_source,review_quality_note,evidence_tier,evidence_sources,preloved_suitability,preloved_signal_note,substitute_if_unavailable,founder_qa_flag,skip_reason,evidence_notes
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",product_category,backup,,13,,Best for Montessori homes,Chunky Lacing Beads,Absorbent Minds Montessori,Absorbent Minds,https://absorbentminds.co.uk/products/chunky-lacing-beads,,,2026-07-21,in_stock,,£24.99,GBP,2026-07-21,3 years+,,,,,30 wooden beads in Montessori-style box; specialist chunky set.,Specialist retailer; similar play to mainstream wooden sets.,buy,true,,,,,,,,emerging,,,,,none,,
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",product_category,backup,,14,,Best for jar storage,Jar of Lacing Beads,Bigjigs Toys,The Toy Centre,https://www.thetoycentre.co.uk/jar-of-lacing-beads/,,,2026-07-21,in_stock,,£16.31,GBP,2026-07-21,3 years+,,,,,"Same 90-bead play as the crate, in a storage jar — better for shelves.",Functionally duplicates Crate of Lacing Beads.,buy,true,,,,,,,,good,,,,,none,,
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",product_category,backup,,15,,Best for younger 2–3,FilaFriends Threading Beads,Djeco,Tickety Boo Toys,https://www.tickety-boo-toys.co.uk/filafriends-threading-beads-by-djeco.html,,,2026-07-21,in_stock,,£15.99,GBP,2026-07-21,2 years+,,,,,Mixed beads and illustrated boards with rigid cord ends; sweet but light on pieces.,Only 12 pieces; 2+ mark is below this band's neater-control bar.,hold_off,true,,,,,,,,good,,,,,none,,
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",product_category,skip,,,,,Bestie Beads Bracelet Kit,Jaques of London,Jaques of London,https://www.jaqueslondon.co.uk/products/bestie-beads,,,2026-07-21,,,,GBP,2026-07-21,3 years+,,,,,,Tiny rice beads and letter beads for jewellery making — fails chunky-only safety bar despite 3+ mark.,hold_off,false,,,Small bead choke risk; frustration for nearly-three.,,,,,reject,,,,,none,Tiny rice beads and letter beads for jewellery making — fails chunky-only safety bar despite 3+ mark.,Tiny rice beads and letter beads for jewellery making — fails chunky-only safety bar despite 3+ mark.
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",product_category,skip,,,,,Sparkle Jewellery Kit,Galt,Amazon UK,https://www.amazon.co.uk/dp/B002CZPR40,,,2026-07-21,,,,GBP,2026-07-21,5 years+,,,,,,"120 small round beads plus picture beads for bracelet making — jewellery kit, not supervised chunky lacing.",hold_off,false,,,5+ age mark; small parts throughout.,,,,,reject,,,,,none,"120 small round beads plus picture beads for bracelet making — jewellery kit, not supervised chunky lacing.","120 small round beads plus picture beads for bracelet making — jewellery kit, not supervised chunky lacing."
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",product_category,skip,,,,,164-Piece Bead Jewellery Making Kit,Generic (e.g. Baker Ross / Amazon bundles),Amazon UK,https://www.amazon.co.uk/s?k=164+beads+jewellery+making+kids,,,2026-07-21,,,,GBP,2026-07-21,Varies; often 4+,,,,,,"High-count tiny plastic bead packs are the wrong category — jewellery craft, not chunky toddler lacing.",hold_off,false,,,Small parts; spill risk; unsupervised choke hazard.,,,,,reject,,,,,none,"High-count tiny plastic bead packs are the wrong category — jewellery craft, not chunky toddler lacing.","High-count tiny plastic bead packs are the wrong category — jewellery craft, not chunky toddler lacing."
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",product_category,skip,,,,,Fuse Beads Ironing Kit (5 mm),Various,Amazon UK,https://www.amazon.co.uk/dp/B0B2ZMW19P,,,2026-07-21,,,,GBP,2026-07-21,Varies,,,,,,5 mm fuse beads need pegboards and a hot iron — completely wrong activity for 34–36m threading brief.,hold_off,false,,,Burn risk and tiny parts.,,,,,reject,,,,,none,5 mm fuse beads need pegboards and a hot iron — completely wrong activity for 34–36m threading brief.,5 mm fuse beads need pegboards and a hot iron — completely wrong activity for 34–36m threading brief.
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",product_category,skip,,,,,Mini 100-Bead Rekenrek,Learning Resources,Amazon UK,https://www.amazon.co.uk/dp/B08R6CN773,,,2026-07-21,,,,GBP,2026-07-21,3 years+,,,,,,Fixed abacus for counting — not a lacing or threading toy.,hold_off,false,,,N/A — wrong product type.,,,,,reject,,,,,none,Fixed abacus for counting — not a lacing or threading toy.,Fixed abacus for counting — not a lacing or threading toy.
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",product_category,skip,,,,,Budget small-bead necklace kits,Various unverified brands,Amazon UK / marketplace sellers,https://www.amazon.co.uk/s?k=toddler+bead+necklace+kit+small,,,2026-07-21,,,,GBP,2026-07-21,Often unverified,,,,,,Unverified marketplace bead kits with undersized pieces and weak UK safety labelling.,hold_off,false,,,Avoid unverified sellers for chokeable parts.,,,,,reject,,,,,none,Unverified marketplace bead kits with undersized pieces and weak UK safety labelling.,Unverified marketplace bead kits with undersized pieces and weak UK safety labelling.
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",note,note,,,,,,,,,,,2026-07-21,,,,GBP,2026-07-21,,,,,,Borrow or raid the nursery toy cupboard before buying — many settings already own giant threading tubs. Fine for pattern-copy practice at home if you return intact.,,,false,,,,,,,,,,,,,none,borrow,
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",note,note,,,,,,,,,,,2026-07-21,,,,GBP,2026-07-21,,,,,,"If a 2+ lacing set is already at home, bring it back out with shorter laces and pattern challenges rather than buying a duplicate crate.",,,false,,,,,,,,,,,,,none,bring_back_out,
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",note,note,,,,,,,,,,,2026-07-21,,,,GBP,2026-07-21,,,,,,Hold off on jewellery-making kits with 100+ tiny beads until at least 5+ and sustained pincer control — they fail this band's safety bar.,,,false,,,,,,,,,,,,,none,hold_off,
ember_picks_research_v2,2026-07-21,cursor,34-36m,34-36m,cat_threading_beads,Threading beads and chunky lacing,"Threading, snipping, drawing and dressing hands",note,note,,,,,,,,,,,2026-07-21,,,,GBP,2026-07-21,,,,,,All 3+ bead and lace sets need supervised play and tidy-away — treat laces like any corded toy around younger siblings.,,,false,,,,,,,,,,,,,none,supervision,
