schema_version,research_date,researcher,age_band_id,age_band_id_spine,category_entity_id,category_label,cluster_label,content_type,status,rank,longlist_rank,top_pick_rank,best_for_tag,product_name,brand,retailer,product_url,alternate_urls,image_url,url_checked_date,stock_status,price_amount,price_text,currency,price_checked_date,age_mark_on_listing,key_specs,product_description_under_30_words,ember_verdict,personalization_hint,why_it_fits,caveats,buy_borrow_hold_off,gift_suitable,gift_note,ownership_note,safety_notes,rating_value,rating_count,rating_source,review_quality_note,evidence_tier,evidence_sources,preloved_suitability,preloved_signal_note,substitute_if_unavailable,founder_qa_flag,skip_reason,evidence_notes
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,backup,,11,,Best for sensory paths,Abili Sensory Stepping Stones (9 turtle shapes),Abili,Sensory Education,https://www.sensoryeducation.co.uk/products/abili-sensory-stepping-stones,,,2026-07-21,in_stock,,Price on site,,,3+,,,,,,Specialist retailer; limited mainstream reviews.,buy,true,,,,,,,,emerging,,,,,,,Textured turtle tops for sensory seekers; nine pieces for longer paths.
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,backup,,12,,Best for mixed kits,Outsunny Kids Stepping Stones Set (8 pieces with beam),Outsunny,Aosom UK / FastDaddy,https://www.aosom.co.uk/item/outsunny-kids-stepping-stones-set~1,,,2026-07-21,unknown,,Varies by seller,,,3–6,,,,,,URL/stock unverified on check date.,hold_off,true,,,,,,,,emerging,,,,,,,Includes low beam section plus stones — mixed path backup.
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,backup,,13,,Best for muted colours,Gonge River Stones Nordic colourway,Gonge,Very,https://www.very.co.uk/liberty-house-gonge-river-stones-set-of-6-stones-nordic/1601058729.prd,,,2026-07-21,unknown,,£54.99,,,2+,,,,,,Same product as pick 1 — do not list as separate card.,buy,true,,,,5,1,,,strong,,,,,,,Same Gonge spec in muted Nordic colours — retailer backup for pick 1.
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,backup,,14,,Best for confident jumpers,Gonge Bouncing River Stone (single),Gonge,PriceSpy UK reference,https://pricespy.co.uk/product.php?p=6930773,,,2026-07-21,in_stock,,from £76.73,,,3+,,,,,,Too daredevil for default 34–36m brief.,hold_off,false,,,,,,,,emerging,,,,,,,Spring flex adds challenge for older/confident movers — backup only.
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,backup,,15,,Best for alt stockist,Learning Space Gonge River Stones,Gonge,Learning Space,https://learningspace.co.uk/products/river-stones-set-of-6-great-balance-and-vestibular-aid,,,2026-07-21,in_stock,,£79.99,,,2+,,,,,,Higher price than Liberty House.,buy,true,,,,,,,,strong,,,,,,,Alternate UK stockist for Gonge River Stones if Liberty House out.
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,skip,,,,,Stapelstein Original stacking stones,Stapelstein,Stapelstein EU / specialist importers,https://stapelstein.com/en/products/original,,,2026-07-21,,89,from ~£89+ per set (import),GBP,2026-07-21,1+,{},,,,,,hold_off,false,,,,,,,,reject,,,,,,Premium stacking elements — different play pattern (stack/build) vs sequenced balance paths. Mumsnet mentions but weak UK retail/stock vs mainstream options.,Often cited on Mumsnet obstacle threads but poor UK availability and price for Conor-grade value.
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,skip,,,,,Generic wobble balance board ( toddler ),Various,Amazon UK,https://www.amazon.co.uk/s?k=toddler+wobble+balance+board,,,2026-07-21,,,varies,GBP,2026-07-21,varies,{},,,,,,hold_off,false,,,Single surface — not a path.,,,,,reject,,,,,,"Wrong product type — one wobble surface, not a reconfigurable stepping path for rule-based movement.",
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,skip,,,,,Gonge Bouncing River Stone set of 5,Gonge,EE-Supplies / specialist,https://ee-supplies.co.uk/products/bouncing-river-stone,,,2026-07-21,,,£40+ per stone,GBP,2026-07-21,3+,{},,,,,,hold_off,false,,,Spring flex increases fall unpredictability.,,,,,reject,,,,,,"Brief explicitly says not daredevil — spring/bounce stones skew toward thrill-seeking jumpers, not planned step-pause-turn paths.",
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,skip,,,,,Baby walker / push-along balance toy,Various,High street,https://www.smythstoys.com/,,,2026-07-21,,,n/a,GBP,2026-07-21,12m+,{},,,,,,hold_off,false,,,,,,,,reject,,,,,,"Wrong age/stage — baby mobility aid, not obstacle-path play for nearly-threes.",
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,skip,,,,,Unbranded Temu / AliExpress stepping stones,Unbranded,Temu / AliExpress,https://www.temu.com/,,,2026-07-21,,,low,GBP,2026-07-21,unknown,{},,,,,,hold_off,false,,,EN71 compliance often unclear.,,,,,reject,,,,,,"Excluded source — cannot verify UK safety marks, non-slip quality, or product identity.",
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,skip,,,,,Second identical Gonge River Stones set,Gonge,n/a,https://www.libertyhousetoys.com/gonge-river-stones,,,2026-07-21,,55,£55.00 × 2,GBP,2026-07-21,2+,{},,,,,,hold_off,false,,,,,,,,reject,,,,,,Founder FF rule — do not pad Top 5 with duplicate Gonge sets; extend path with tape/cushions or mix Hilltops instead.,Replaces weakness in prior Manus output.
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,note,,,,,Try cushions and tape first,,,,,,,,,,,,,,,"Painter's tape lines and sofa cushions cost nothing and test whether your nearly-three will follow path rules before you spend £50+. If they ignore tape but love lava games, stones may earn their keep.",,,,,,,,,,,,,,,,,,,,
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,note,,,,,Borrow before buying premium Gonge,,,,,,,,,,,,,,,Many nurseries and childminders own Gonge River Stones. A week's borrow tells you whether your child wants paths daily or twice then done.,,,,,,,,,,,,,,,,,,,,
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,note,,,,,Pre-loved Gonge is sensible,,,,,,,,,,,,,,,River Stones and Hilltops appear regularly on Vinted and eBay UK. Rubber rim wear is the check — slippery bases defeat the purpose.,,,,,,,,,,,,,,,,,,,,
ember_picks_research_v2,2026-07-21,cursor,34-36m,age_34_36m,cat_balance_stepping_stones,Balance paths and stepping stones,"Pedalling, jumping, balancing and ball play",product_category,note,,,,,Hold off if floor space is tight,,,,,,,,,,,,,,,"A useful path needs at least two metres of cleared floor. If the living room is always cluttered, hoops and beanbags (31–33m) or park trips may beat indoor stones.",,,,,,,,,,,,,,,,,,,,
